ESTU_GENERO,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULACREDITO,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_NUMPERSONASACARGO,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL,FELICIDAD
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,1,Más de 30 horas,139,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 3,Si,Si,No,No,No,1,Más de 30 horas,138,50%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,138,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,Si,Si,No,No,3 o 4,Menos de 10 horas,137,50%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,2,Entre 11 y 20 horas,135,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,No,5 o 6,0,134,50%
F,Menos de 500 mil,No,Estrato 2,Si,Si,No,No,Si,5 o 6,Entre 21 y 30 horas,134,50%
M,No pagó matrícula,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,131,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Menos de 10 horas,131,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,Si,No,No,2,Entre 21 y 30 horas,130,50%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,Si,No,2,Entre 21 y 30 horas,130,50%
M,Más de 7 millones,Si,Estrato 2,Si,Si,Si,No,Si,1,Entre 21 y 30 horas,130,50%
F,No pagó matrícula,No,Estrato 1,Si,Si,No,No,Si,3 o 4,Más de 30 horas,130,50%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 4,Si,Si,Si,Si,No,3 o 4,Entre 21 y 30 horas,128,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Entre 11 y 20 horas,126,50%
F,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,126,50%
F,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,126,50%
F,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,125,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Menos de 10 horas,125,50%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 4,Si,Si,Si,No,No,3 o 4,Más de 30 horas,125,50%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,Si,No,3 o 4,Entre 11 y 20 horas,125,50%
M,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,No,Si,No,Si,3 o 4,Menos de 10 horas,124,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,No,No,No,0,Más de 30 horas,120,50%
F,No pagó matrícula,No,Estrato 1,No,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,118,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,3 o 4,Entre 21 y 30 horas,117,50%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,116,50%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,2,Más de 30 horas,111,50%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,109,50%
M,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,106,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,Si,2,Más de 30 horas,106,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,No,Si,No,Si,2,Más de 30 horas,102,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,Si,No,No,Si,1,0,90,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,0,88,50%
F,Menos de 500 mil,No,Estrato 1,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,84,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,81,50%
F,No pagó matrícula,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,79,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,0,76,50%
F,No pagó matrícula,No,Estrato 2,Si,Si,No,No,No,1,Más de 30 horas,75,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,No,Si,No,5 o 6,Entre 11 y 20 horas,73,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,51,50%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,3 o 4,Entre 11 y 20 horas,49,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,2,Entre 21 y 30 horas,44,50%
F,Más de 7 millones,Si,Estrato 2,Si,Si,Si,Si,Si,5 o 6,Menos de 10 horas,42,50%
M,No pagó matrícula,No,Estrato 3,Si,Si,No,No,No,1,Más de 30 horas,39,50%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,36,50%
M,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,32,50%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 3,Si,Si,Si,No,No,0,Más de 30 horas,29,50%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Menos de 10 horas,20,50%
M,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,20,50%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 1,Si,Si,No,No,Si,3 o 4,0,15,50%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,10,50%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 1,Si,Si,Si,No,Si,3 o 4,Entre 11 y 20 horas,9,50%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,No,Si,No,Si,3 o 4,Entre 11 y 20 horas,8,50%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,0,6,50%
M,Más de 7 millones,Si,Estrato 2,Si,Si,Si,No,No,0,Menos de 10 horas,3,50%
F,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,2,50%
M,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,178,40%
M,Más de 7 millones,Si,Estrato 2,Si,No,Si,Si,No,3 o 4,0,178,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,177,40%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 3,Si,Si,Si,No,No,2,Más de 30 horas,172,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,171,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,167,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Entre 21 y 30 horas,162,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,161,40%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 3,Si,Si,No,No,No,3 o 4,Menos de 10 horas,160,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,160,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 4,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,159,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,159,40%
M,No pagó matrícula,No,Estrato 1,No,No,Si,No,No,5 o 6,0,157,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,156,40%
F,Más de 7 millones,No,Estrato 2,Si,No,Si,Si,No,3 o 4,Entre 11 y 20 horas,154,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,153,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,0,152,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,151,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,150,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,Si,No,2,Más de 30 horas,149,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,Si,No,2,Más de 30 horas,149,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,No,Si,Si,No,3 o 4,Más de 30 horas,149,40%
F,Menos de 500 mil,No,Estrato 1,Si,No,Si,No,Si,3 o 4,Más de 30 horas,147,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,144,40%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,No,Si,Si,3 o 4,Más de 30 horas,142,40%
F,Más de 7 millones,Si,Estrato 5,Si,Si,No,No,No,0,Entre 11 y 20 horas,141,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,141,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,3 o 4,Entre 21 y 30 horas,141,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,No,Si,No,Si,2,Más de 30 horas,141,40%
F,Más de 7 millones,Si,Estrato 3,Si,Si,Si,No,Si,5 o 6,Menos de 10 horas,140,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,Si,No,Si,5 o 6,0,139,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,1,Más de 30 horas,138,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,2,Más de 30 horas,138,40%
F,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,1,Más de 30 horas,136,40%
F,Menos de 500 mil,No,Estrato 3,Si,No,No,No,No,0,Más de 30 horas,134,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,2,Entre 21 y 30 horas,134,40%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,No,No,Si,1,Entre 11 y 20 horas,134,40%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,Si,Si,Si,No,No,1,Más de 30 horas,133,40%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,Si,No,No,1,Entre 11 y 20 horas,133,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,133,40%
M,No pagó matrícula,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,133,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,No,No,Si,Si,Si,2,Entre 11 y 20 horas,133,40%
M,No pagó matrícula,No,Estrato 2,Si,Si,No,No,No,2,Más de 30 horas,131,40%
F,Menos de 500 mil,No,Estrato 1,No,No,Si,No,Si,3 o 4,Entre 11 y 20 horas,126,40%
M,No pagó matrícula,No,Estrato 2,Si,Si,No,No,Si,5 o 6,Más de 30 horas,125,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,No,Si,No,No,3 o 4,Entre 11 y 20 horas,124,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,5 o 6,0,123,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,123,40%
F,Menos de 500 mil,No,Estrato 1,Si,No,No,No,No,2,Menos de 10 horas,122,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,120,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,120,40%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,Si,No,No,5 o 6,Menos de 10 horas,120,40%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,No,Si,Si,No,Si,2,Entre 21 y 30 horas,120,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,2,Más de 30 horas,119,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,118,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,Si,2,Más de 30 horas,115,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Menos de 10 horas,114,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,No,No,Si,3 o 4,Más de 30 horas,114,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,112,40%
F,Menos de 500 mil,No,Estrato 3,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,112,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,No,Si,No,Si,2,Más de 30 horas,111,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,Si,No,No,2,0,109,40%
F,Más de 7 millones,No,Estrato 3,Si,Si,Si,No,No,5 o 6,Menos de 10 horas,109,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,No,Si,Si,No,No,0,Menos de 10 horas,108,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,0,108,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,104,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,104,40%
F,Más de 7 millones,Si,Estrato 3,Si,Si,Si,No,Si,3 o 4,Entre 11 y 20 horas,102,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,2,Más de 30 horas,100,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Menos de 10 horas,99,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 5,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,94,40%
M,Menos de 500 mil,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,92,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,No,No,Si,2,Entre 21 y 30 horas,92,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,88,40%
F,No pagó matrícula,No,Estrato 3,Si,Si,Si,No,No,5 o 6,Más de 30 horas,88,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Menos de 10 horas,83,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Entre 11 y 20 horas,81,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,0,77,40%
F,Más de 7 millones,No,Estrato 2,Si,No,Si,Si,No,3 o 4,Menos de 10 horas,76,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,0,69,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,68,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 3,Si,Si,No,No,No,2,Entre 21 y 30 horas,67,40%
F,No pagó matrícula,No,Estrato 2,Si,Si,No,No,Si,3 o 4,Más de 30 horas,45,40%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,Si,Si,Si,Si,No,2,Más de 30 horas,37,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,7,40%
M,No pagó matrícula,No,Estrato 2,No,Si,No,No,No,2,Menos de 10 horas,1,40%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,Si,No,No,Si,3 o 4,Menos de 10 horas,197,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,No,No,Si,3 o 4,Más de 30 horas,197,40%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,188,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,No,No,2,Más de 30 horas,188,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,No,No,No,Si,2,Menos de 10 horas,187,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,No,Si,No,3 o 4,Menos de 10 horas,182,40%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,171,40%
F,Menos de 500 mil,No,Estrato 3,No,No,Si,No,Si,3 o 4,Más de 30 horas,170,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,No,No,No,3 o 4,0,166,40%
F,Más de 7 millones,No,Estrato 1,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,166,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,No,No,Si,3 o 4,Más de 30 horas,166,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,165,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Entre 11 y 20 horas,161,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,No,No,2,Más de 30 horas,159,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,159,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,5 o 6,Entre 11 y 20 horas,159,40%
F,No pagó matrícula,No,Estrato 2,Si,Si,No,No,No,5 o 6,Entre 21 y 30 horas,157,40%
F,Menos de 500 mil,No,Estrato 3,Si,Si,No,No,No,3 o 4,Más de 30 horas,153,40%
F,Menos de 500 mil,Si,Estrato 3,Si,No,Si,No,No,1,Más de 30 horas,152,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,151,40%
F,Más de 7 millones,No,Estrato 3,Si,Si,No,No,No,1,Entre 21 y 30 horas,150,40%
F,Menos de 500 mil,No,Estrato 2,Si,No,No,No,Si,2,Más de 30 horas,149,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,No,2,Entre 11 y 20 horas,148,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,No,No,No,Si,2,Entre 21 y 30 horas,148,40%
M,Menos de 500 mil,Si,Estrato 2,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,148,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,147,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,No,Si,No,3 o 4,Más de 30 horas,147,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,146,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,Si,Si,No,No,1,Entre 11 y 20 horas,143,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,143,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Entre 21 y 30 horas,142,40%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 3,Si,Si,Si,No,No,2,Más de 30 horas,142,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,142,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,No,Si,No,No,2,Menos de 10 horas,141,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,No,Si,No,No,5 o 6,Menos de 10 horas,140,40%
F,Más de 7 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Menos de 10 horas,140,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,No,0,Más de 30 horas,139,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,138,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,138,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,No,Si,No,Si,3 o 4,Entre 11 y 20 horas,138,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,138,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,No,Si,No,Si,3 o 4,Entre 21 y 30 horas,137,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,Si,No,No,Si,2,Entre 21 y 30 horas,136,40%
F,Más de 7 millones,Si,Estrato 2,Si,Si,Si,No,Si,2,Entre 21 y 30 horas,136,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,135,40%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 3,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,135,40%
F,Más de 7 millones,No,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,134,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,5 o 6,0,131,40%
F,Menos de 500 mil,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,130,40%
F,Más de 7 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,0,130,40%
F,Menos de 500 mil,No,Estrato 2,Si,No,No,No,Si,2,Más de 30 horas,130,40%
F,Más de 7 millones,No,Estrato 2,Si,Si,Si,No,No,2,Entre 21 y 30 horas,125,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,No,No,No,2,Entre 11 y 20 horas,125,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,125,40%
F,Menos de 500 mil,Si,Estrato 2,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,125,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,No,No,2,Menos de 10 horas,124,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,124,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,0,Más de 30 horas,121,40%
M,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,No,1,Más de 30 horas,120,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Menos de 10 horas,120,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,118,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,117,40%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 1,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,117,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Entre 11 y 20 horas,117,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 3,No,No,Si,No,No,3 o 4,Menos de 10 horas,116,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,115,40%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 1,Si,Si,Si,No,No,5 o 6,Menos de 10 horas,115,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,No,No,No,Si,3 o 4,0,114,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,114,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,113,40%
M,Menos de 500 mil,Si,Estrato 2,Si,No,Si,No,Si,2,Más de 30 horas,113,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,No,Si,No,Si,3 o 4,Entre 11 y 20 horas,109,40%
M,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,No,Si,No,No,2,Menos de 10 horas,104,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,No,Si,3 o 4,Menos de 10 horas,101,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,98,40%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,Si,No,No,1,Más de 30 horas,95,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,5 o 6,Entre 11 y 20 horas,92,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,2,Entre 11 y 20 horas,87,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,85,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,No,No,No,No,Si,2,Menos de 10 horas,81,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,80,40%
F,Menos de 500 mil,Si,Estrato 3,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,79,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,75,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 4,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,75,40%
